event_id,oni_season,oni_anomaly,enso_phase
583640,JJA,1.57,El Nino
583556,JJA,1.57,El Nino
583559,JJA,1.57,El Nino
583560,JJA,1.57,El Nino
583641,JJA,1.57,El Nino
583642,JJA,1.57,El Nino
583643,JJA,1.57,El Nino
588933,JJA,1.57,El Nino
583644,JJA,1.57,El Nino
583645,JJA,1.57,El Nino
583646,JJA,1.57,El Nino
583647,JJA,1.57,El Nino
575665,JJA,1.57,El Nino
588935,JJA,1.57,El Nino
585376,JJA,1.57,El Nino
585379,JJA,1.57,El Nino
583564,JJA,1.57,El Nino
583834,JJA,1.57,El Nino
583839,JJA,1.57,El Nino
581228,JJA,1.57,El Nino
581230,JJA,1.57,El Nino
581231,JJA,1.57,El Nino
581232,JJA,1.57,El Nino
581233,JJA,1.57,El Nino
581235,JJA,1.57,El Nino
581236,JJA,1.57,El Nino
581238,JJA,1.57,El Nino
581239,JJA,1.57,El Nino
583840,JJA,1.57,El Nino
583841,JJA,1.57,El Nino
583842,JJA,1.57,El Nino
583849,JJA,1.57,El Nino
588613,JJA,1.57,El Nino
597503,JJA,1.57,El Nino
583853,JJA,1.57,El Nino
597505,JJA,1.57,El Nino
587368,JJA,1.57,El Nino
577453,JJA,1.57,El Nino
581785,JJA,1.57,El Nino
581787,JJA,1.57,El Nino
581788,JJA,1.57,El Nino
581789,JJA,1.57,El Nino
581791,JJA,1.57,El Nino
581793,JJA,1.57,El Nino
581797,JJA,1.57,El Nino
581799,JJA,1.57,El Nino
581801,JJA,1.57,El Nino
581802,JJA,1.57,El Nino
581805,JJA,1.57,El Nino
581809,JJA,1.57,El Nino
581811,JJA,1.57,El Nino
581812,JJA,1.57,El Nino
581815,JJA,1.57,El Nino
581828,JJA,1.57,El Nino
581848,JJA,1.57,El Nino
584088,JJA,1.57,El Nino
584252,JJA,1.57,El Nino
584256,JJA,1.57,El Nino
584089,JJA,1.57,El Nino
584092,JJA,1.57,El Nino
584095,JJA,1.57,El Nino
584091,JJA,1.57,El Nino
597534,JJA,1.57,El Nino
584300,JJA,1.57,El Nino
584304,JJA,1.57,El Nino
584310,JJA,1.57,El Nino
584312,JJA,1.57,El Nino
590159,JJA,1.57,El Nino
584319,JJA,1.57,El Nino
584322,JJA,1.57,El Nino
590165,JJA,1.57,El Nino
584998,JJA,1.57,El Nino
584999,JJA,1.57,El Nino
585000,JJA,1.57,El Nino
585004,JJA,1.57,El Nino
585007,JJA,1.57,El Nino
585011,JJA,1.57,El Nino
585012,JJA,1.57,El Nino
586021,JJA,1.57,El Nino
585013,JJA,1.57,El Nino
585015,JJA,1.57,El Nino
586023,JJA,1.57,El Nino
586024,JJA,1.57,El Nino
597536,JJA,1.57,El Nino
586025,JJA,1.57,El Nino
586031,JJA,1.57,El Nino
586026,JJA,1.57,El Nino
586027,JJA,1.57,El Nino
579090,JJA,1.57,El Nino
579074,JJA,1.57,El Nino
586106,JJA,1.57,El Nino
586028,JJA,1.57,El Nino
586029,JJA,1.57,El Nino
586032,JJA,1.57,El Nino
586033,JJA,1.57,El Nino
586034,JJA,1.57,El Nino
586035,JJA,1.57,El Nino
586036,JJA,1.57,El Nino
586038,JJA,1.57,El Nino
586039,JJA,1.57,El Nino
586144,JJA,1.57,El Nino
586040,JJA,1.57,El Nino
586041,JJA,1.57,El Nino
586115,JJA,1.57,El Nino
586131,JJA,1.57,El Nino
586110,JJA,1.57,El Nino
586116,JJA,1.57,El Nino
586111,JJA,1.57,El Nino
586113,JJA,1.57,El Nino
586139,JJA,1.57,El Nino
586130,JJA,1.57,El Nino
586129,JJA,1.57,El Nino
586138,JJA,1.57,El Nino
586133,JJA,1.57,El Nino
586136,JJA,1.57,El Nino
586141,JJA,1.57,El Nino
586135,JJA,1.57,El Nino
586346,JJA,1.57,El Nino
586347,JJA,1.57,El Nino
586349,JJA,1.57,El Nino
594151,JJA,1.57,El Nino
586352,JJA,1.57,El Nino
586353,JJA,1.57,El Nino
579915,JJA,1.57,El Nino
597537,JJA,1.57,El Nino
589644,JJA,1.57,El Nino
586365,JJA,1.57,El Nino
587358,JJA,1.57,El Nino
587357,JJA,1.57,El Nino
585312,JJA,1.57,El Nino
585307,JJA,1.57,El Nino
586776,JAS,1.91,El Nino
586777,JAS,1.91,El Nino
586778,JAS,1.91,El Nino
586779,JAS,1.91,El Nino
586780,JAS,1.91,El Nino
587078,JAS,1.91,El Nino
586806,JAS,1.91,El Nino
593426,JAS,1.91,El Nino
609266,NDJ,2.75,El Nino
609268,NDJ,2.75,El Nino
609270,NDJ,2.75,El Nino
609271,NDJ,2.75,El Nino
606262,NDJ,2.75,El Nino
607256,NDJ,2.75,El Nino
607257,NDJ,2.75,El Nino
607258,NDJ,2.75,El Nino
612489,NDJ,2.75,El Nino
612490,NDJ,2.75,El Nino
609541,NDJ,2.75,El Nino
609543,NDJ,2.75,El Nino
609539,NDJ,2.75,El Nino
610037,JFM,2.28,El Nino
614625,JFM,2.28,El Nino
610050,JFM,2.28,El Nino
610051,JFM,2.28,El Nino
620472,FMA,1.71,El Nino
620474,FMA,1.71,El Nino
620964,FMA,1.71,El Nino
625665,MAM,1.05,El Nino
625670,MAM,1.05,El Nino
625677,MAM,1.05,El Nino
629182,AMJ,0.49,Neutral
623516,AMJ,0.49,Neutral
622483,AMJ,0.49,Neutral
622238,AMJ,0.49,Neutral
623717,AMJ,0.49,Neutral
623718,AMJ,0.49,Neutral
623719,AMJ,0.49,Neutral
630331,AMJ,0.49,Neutral
626571,AMJ,0.49,Neutral
627331,AMJ,0.49,Neutral
626615,AMJ,0.49,Neutral
632950,AMJ,0.49,Neutral
626616,AMJ,0.49,Neutral
626617,AMJ,0.49,Neutral
626618,AMJ,0.49,Neutral
626619,AMJ,0.49,Neutral
626620,AMJ,0.49,Neutral
624496,AMJ,0.49,Neutral
626622,AMJ,0.49,Neutral
626623,AMJ,0.49,Neutral
630213,AMJ,0.49,Neutral
630215,AMJ,0.49,Neutral
626624,AMJ,0.49,Neutral
626625,AMJ,0.49,Neutral
626626,AMJ,0.49,Neutral
630217,AMJ,0.49,Neutral
626627,AMJ,0.49,Neutral
626628,AMJ,0.49,Neutral
627128,AMJ,0.49,Neutral
626629,AMJ,0.49,Neutral
627685,MJJ,0.0,Neutral
627686,MJJ,0.0,Neutral
627687,MJJ,0.0,Neutral
627690,MJJ,0.0,Neutral
627689,MJJ,0.0,Neutral
627688,MJJ,0.0,Neutral
632683,MJJ,0.0,Neutral
632140,MJJ,0.0,Neutral
632110,MJJ,0.0,Neutral
632112,MJJ,0.0,Neutral
632105,MJJ,0.0,Neutral
632116,MJJ,0.0,Neutral
633825,MJJ,0.0,Neutral
638248,MJJ,0.0,Neutral
633826,MJJ,0.0,Neutral
633828,MJJ,0.0,Neutral
633827,MJJ,0.0,Neutral
638279,MJJ,0.0,Neutral
634135,MJJ,0.0,Neutral
642486,JJA,-0.31,Neutral
642488,JJA,-0.31,Neutral
642490,JJA,-0.31,Neutral
642493,JJA,-0.31,Neutral
642495,JJA,-0.31,Neutral
642180,JJA,-0.31,Neutral
645195,JJA,-0.31,Neutral
645330,JJA,-0.31,Neutral
642181,JJA,-0.31,Neutral
645432,JJA,-0.31,Neutral
645435,JJA,-0.31,Neutral
642182,JJA,-0.31,Neutral
642183,JJA,-0.31,Neutral
642184,JJA,-0.31,Neutral
642185,JJA,-0.31,Neutral
646563,JJA,-0.31,Neutral
646564,JJA,-0.31,Neutral
645394,JJA,-0.31,Neutral
646565,JJA,-0.31,Neutral
646566,JJA,-0.31,Neutral
646568,JJA,-0.31,Neutral
642186,JJA,-0.31,Neutral
647420,JJA,-0.31,Neutral
642187,JJA,-0.31,Neutral
646583,JJA,-0.31,Neutral
642188,JJA,-0.31,Neutral
642189,JJA,-0.31,Neutral
646591,JJA,-0.31,Neutral
642190,JJA,-0.31,Neutral
642191,JJA,-0.31,Neutral
637123,JJA,-0.31,Neutral
637124,JJA,-0.31,Neutral
637125,JJA,-0.31,Neutral
634805,JJA,-0.31,Neutral
634806,JJA,-0.31,Neutral
634811,JJA,-0.31,Neutral
634810,JJA,-0.31,Neutral
646745,JJA,-0.31,Neutral
646749,JJA,-0.31,Neutral
634809,JJA,-0.31,Neutral
646761,JJA,-0.31,Neutral
646758,JJA,-0.31,Neutral
646763,JJA,-0.31,Neutral
642090,JJA,-0.31,Neutral
642092,JJA,-0.31,Neutral
646788,JJA,-0.31,Neutral
642097,JJA,-0.31,Neutral
642095,JJA,-0.31,Neutral
642098,JJA,-0.31,Neutral
642450,JJA,-0.31,Neutral
642451,JJA,-0.31,Neutral
642453,JJA,-0.31,Neutral
642105,JJA,-0.31,Neutral
642210,JJA,-0.31,Neutral
642106,JJA,-0.31,Neutral
642661,JJA,-0.31,Neutral
642107,JJA,-0.31,Neutral
642458,JJA,-0.31,Neutral
642454,JJA,-0.31,Neutral
646931,JJA,-0.31,Neutral
642464,JJA,-0.31,Neutral
642109,JJA,-0.31,Neutral
641513,JAS,-0.5,La Nina
641514,JAS,-0.5,La Nina
650390,JAS,-0.5,La Nina
654133,JAS,-0.5,La Nina
650392,JAS,-0.5,La Nina
642192,JAS,-0.5,La Nina
640987,JAS,-0.5,La Nina
641166,JAS,-0.5,La Nina
642194,JAS,-0.5,La Nina
642195,JAS,-0.5,La Nina
642478,JAS,-0.5,La Nina
642482,JAS,-0.5,La Nina
642483,JAS,-0.5,La Nina
652342,JAS,-0.5,La Nina
652348,JAS,-0.5,La Nina
652346,JAS,-0.5,La Nina
654136,JAS,-0.5,La Nina
642489,JAS,-0.5,La Nina
642487,JAS,-0.5,La Nina
654082,JAS,-0.5,La Nina
654084,JAS,-0.5,La Nina
654089,JAS,-0.5,La Nina
645405,JAS,-0.5,La Nina
643572,JAS,-0.5,La Nina
647034,JAS,-0.5,La Nina
649187,JAS,-0.5,La Nina
649188,JAS,-0.5,La Nina
649190,JAS,-0.5,La Nina
649191,JAS,-0.5,La Nina
649193,JAS,-0.5,La Nina
649196,JAS,-0.5,La Nina
650357,ASO,-0.58,La Nina
650359,ASO,-0.58,La Nina
658206,SON,-0.64,La Nina
658207,SON,-0.64,La Nina
676345,FMA,0.18,Neutral
676346,FMA,0.18,Neutral
676349,FMA,0.18,Neutral
676367,FMA,0.18,Neutral
675717,FMA,0.18,Neutral
673714,FMA,0.18,Neutral
680040,MAM,0.31,Neutral
681837,MAM,0.31,Neutral
681840,MAM,0.31,Neutral
681252,MAM,0.31,Neutral
681544,MAM,0.31,Neutral
684594,MAM,0.31,Neutral
687747,MAM,0.31,Neutral
684595,MAM,0.31,Neutral
688084,MAM,0.31,Neutral
688085,MAM,0.31,Neutral
689605,MAM,0.31,Neutral
689606,MAM,0.31,Neutral
687766,AMJ,0.4,Neutral
687768,AMJ,0.4,Neutral
687770,AMJ,0.4,Neutral
687772,AMJ,0.4,Neutral
688102,AMJ,0.4,Neutral
688103,AMJ,0.4,Neutral
688104,AMJ,0.4,Neutral
688107,AMJ,0.4,Neutral
688945,AMJ,0.4,Neutral
688949,AMJ,0.4,Neutral
691229,AMJ,0.4,Neutral
691230,AMJ,0.4,Neutral
688286,AMJ,0.4,Neutral
687774,AMJ,0.4,Neutral
688609,AMJ,0.4,Neutral
688608,AMJ,0.4,Neutral
691253,AMJ,0.4,Neutral
691257,AMJ,0.4,Neutral
689886,AMJ,0.4,Neutral
692708,AMJ,0.4,Neutral
691150,AMJ,0.4,Neutral
689887,AMJ,0.4,Neutral
691147,AMJ,0.4,Neutral
691148,AMJ,0.4,Neutral
689888,AMJ,0.4,Neutral
691149,AMJ,0.4,Neutral
691151,AMJ,0.4,Neutral
691152,AMJ,0.4,Neutral
691155,AMJ,0.4,Neutral
691156,AMJ,0.4,Neutral
689894,AMJ,0.4,Neutral
689901,AMJ,0.4,Neutral
689907,AMJ,0.4,Neutral
689910,AMJ,0.4,Neutral
693427,MJJ,0.39,Neutral
693428,MJJ,0.39,Neutral
703397,MJJ,0.39,Neutral
703398,MJJ,0.39,Neutral
694330,MJJ,0.39,Neutral
703402,MJJ,0.39,Neutral
694553,MJJ,0.39,Neutral
697593,MJJ,0.39,Neutral
702394,MJJ,0.39,Neutral
697594,MJJ,0.39,Neutral
702395,MJJ,0.39,Neutral
702396,MJJ,0.39,Neutral
702400,MJJ,0.39,Neutral
702399,MJJ,0.39,Neutral
702398,MJJ,0.39,Neutral
702397,MJJ,0.39,Neutral
702401,MJJ,0.39,Neutral
702403,MJJ,0.39,Neutral
702402,MJJ,0.39,Neutral
702404,MJJ,0.39,Neutral
702407,MJJ,0.39,Neutral
702405,MJJ,0.39,Neutral
702406,MJJ,0.39,Neutral
695269,MJJ,0.39,Neutral
702408,MJJ,0.39,Neutral
702409,MJJ,0.39,Neutral
696740,MJJ,0.39,Neutral
697063,MJJ,0.39,Neutral
695276,MJJ,0.39,Neutral
695283,MJJ,0.39,Neutral
702410,MJJ,0.39,Neutral
702411,MJJ,0.39,Neutral
697043,MJJ,0.39,Neutral
696734,MJJ,0.39,Neutral
695298,MJJ,0.39,Neutral
695290,MJJ,0.39,Neutral
695308,MJJ,0.39,Neutral
697047,MJJ,0.39,Neutral
697738,JJA,0.19,Neutral
697874,JJA,0.19,Neutral
698530,JJA,0.19,Neutral
706970,JJA,0.19,Neutral
706951,JJA,0.19,Neutral
706950,JJA,0.19,Neutral
702373,JJA,0.19,Neutral
711116,JJA,0.19,Neutral
705010,JJA,0.19,Neutral
704911,JJA,0.19,Neutral
704913,JJA,0.19,Neutral
704914,JJA,0.19,Neutral
704917,JJA,0.19,Neutral
704919,JJA,0.19,Neutral
704918,JJA,0.19,Neutral
705999,JAS,-0.07,Neutral
706000,JAS,-0.07,Neutral
711484,ASO,-0.34,Neutral
711486,ASO,-0.34,Neutral
711487,ASO,-0.34,Neutral
718430,ASO,-0.34,Neutral
711488,ASO,-0.34,Neutral
711489,ASO,-0.34,Neutral
711490,ASO,-0.34,Neutral
711491,ASO,-0.34,Neutral
711492,ASO,-0.34,Neutral
711493,ASO,-0.34,Neutral
711494,ASO,-0.34,Neutral
711495,ASO,-0.34,Neutral
723533,SON,-0.6,La Nina
732317,JFM,-0.71,La Nina
736600,JFM,-0.71,La Nina
736601,JFM,-0.71,La Nina
736602,JFM,-0.71,La Nina
736603,JFM,-0.71,La Nina
736604,JFM,-0.71,La Nina
736605,JFM,-0.71,La Nina
736606,JFM,-0.71,La Nina
736607,JFM,-0.71,La Nina
733160,JFM,-0.71,La Nina
733165,JFM,-0.71,La Nina
737276,JFM,-0.71,La Nina
736608,JFM,-0.71,La Nina
733168,JFM,-0.71,La Nina
736609,JFM,-0.71,La Nina
733169,JFM,-0.71,La Nina
737279,JFM,-0.71,La Nina
733172,JFM,-0.71,La Nina
736610,JFM,-0.71,La Nina
736611,JFM,-0.71,La Nina
736612,JFM,-0.71,La Nina
736616,JFM,-0.71,La Nina
736613,JFM,-0.71,La Nina
737281,JFM,-0.71,La Nina
736614,JFM,-0.71,La Nina
736615,JFM,-0.71,La Nina
742612,JFM,-0.71,La Nina
736617,JFM,-0.71,La Nina
736618,JFM,-0.71,La Nina
736619,JFM,-0.71,La Nina
736620,JFM,-0.71,La Nina
736621,JFM,-0.71,La Nina
736622,JFM,-0.71,La Nina
736639,JFM,-0.71,La Nina
742198,MAM,-0.39,Neutral
746859,AMJ,-0.13,Neutral
746862,AMJ,-0.13,Neutral
745106,AMJ,-0.13,Neutral
745280,AMJ,-0.13,Neutral
746867,AMJ,-0.13,Neutral
746868,AMJ,-0.13,Neutral
745282,AMJ,-0.13,Neutral
745283,AMJ,-0.13,Neutral
745284,AMJ,-0.13,Neutral
746869,AMJ,-0.13,Neutral
745281,AMJ,-0.13,Neutral
745285,AMJ,-0.13,Neutral
746870,AMJ,-0.13,Neutral
745485,AMJ,-0.13,Neutral
746871,AMJ,-0.13,Neutral
746872,AMJ,-0.13,Neutral
746873,AMJ,-0.13,Neutral
746875,AMJ,-0.13,Neutral
745486,AMJ,-0.13,Neutral
745508,AMJ,-0.13,Neutral
746874,AMJ,-0.13,Neutral
745503,AMJ,-0.13,Neutral
745505,AMJ,-0.13,Neutral
745512,AMJ,-0.13,Neutral
745487,AMJ,-0.13,Neutral
746878,AMJ,-0.13,Neutral
754719,AMJ,-0.13,Neutral
754718,AMJ,-0.13,Neutral
757535,AMJ,-0.13,Neutral
757536,AMJ,-0.13,Neutral
757537,AMJ,-0.13,Neutral
748121,AMJ,-0.13,Neutral
757539,AMJ,-0.13,Neutral
757540,AMJ,-0.13,Neutral
757541,AMJ,-0.13,Neutral
754715,AMJ,-0.13,Neutral
757547,AMJ,-0.13,Neutral
754716,AMJ,-0.13,Neutral
757542,AMJ,-0.13,Neutral
757543,AMJ,-0.13,Neutral
757544,AMJ,-0.13,Neutral
757545,AMJ,-0.13,Neutral
757546,AMJ,-0.13,Neutral
757548,AMJ,-0.13,Neutral
748122,AMJ,-0.13,Neutral
755248,MJJ,0.06,Neutral
755274,MJJ,0.06,Neutral
757427,MJJ,0.06,Neutral
757428,MJJ,0.06,Neutral
757429,MJJ,0.06,Neutral
757430,MJJ,0.06,Neutral
752882,MJJ,0.06,Neutral
752889,MJJ,0.06,Neutral
757431,MJJ,0.06,Neutral
757434,MJJ,0.06,Neutral
752893,MJJ,0.06,Neutral
763845,JJA,0.14,Neutral
763847,JJA,0.14,Neutral
763879,JJA,0.14,Neutral
763882,JJA,0.14,Neutral
763883,JJA,0.14,Neutral
763884,JJA,0.14,Neutral
763886,JJA,0.14,Neutral
764249,JJA,0.14,Neutral
764270,JJA,0.14,Neutral
762096,JAS,0.27,Neutral
762095,JAS,0.27,Neutral
763960,JAS,0.27,Neutral
767280,JAS,0.27,Neutral
764530,JAS,0.27,Neutral
764531,JAS,0.27,Neutral
764532,JAS,0.27,Neutral
764533,JAS,0.27,Neutral
782830,JAS,0.27,Neutral
782825,JAS,0.27,Neutral
771264,JAS,0.27,Neutral
782852,JAS,0.27,Neutral
782853,JAS,0.27,Neutral
782843,JAS,0.27,Neutral
767024,JAS,0.27,Neutral
767026,JAS,0.27,Neutral
767025,JAS,0.27,Neutral
782845,JAS,0.27,Neutral
773261,ASO,0.53,El Nino
772816,ASO,0.53,El Nino
783637,ASO,0.53,El Nino
783635,ASO,0.53,El Nino
783638,ASO,0.53,El Nino
783651,ASO,0.53,El Nino
783639,ASO,0.53,El Nino
783656,ASO,0.53,El Nino
783652,ASO,0.53,El Nino
783657,ASO,0.53,El Nino
784424,ASO,0.53,El Nino
783658,ASO,0.53,El Nino
774126,ASO,0.53,El Nino
773423,ASO,0.53,El Nino
780981,ASO,0.53,El Nino
780986,ASO,0.53,El Nino
773418,ASO,0.53,El Nino
783659,ASO,0.53,El Nino
783660,ASO,0.53,El Nino
773421,ASO,0.53,El Nino
773419,ASO,0.53,El Nino
773420,ASO,0.53,El Nino
773422,ASO,0.53,El Nino
775945,ASO,0.53,El Nino
783677,ASO,0.53,El Nino
783683,ASO,0.53,El Nino
783682,ASO,0.53,El Nino
783681,ASO,0.53,El Nino
783679,ASO,0.53,El Nino
783684,ASO,0.53,El Nino
783685,ASO,0.53,El Nino
783686,ASO,0.53,El Nino
783687,ASO,0.53,El Nino
783688,ASO,0.53,El Nino
783689,ASO,0.53,El Nino
783690,ASO,0.53,El Nino
783691,ASO,0.53,El Nino
783693,ASO,0.53,El Nino
783694,ASO,0.53,El Nino
775956,ASO,0.53,El Nino
783696,ASO,0.53,El Nino
775951,ASO,0.53,El Nino
783698,ASO,0.53,El Nino
777537,ASO,0.53,El Nino
777538,ASO,0.53,El Nino
777540,ASO,0.53,El Nino
784989,SON,0.81,El Nino
778480,SON,0.81,El Nino
778481,SON,0.81,El Nino
786073,OND,0.97,El Nino
793876,OND,0.97,El Nino
798071,JFM,0.86,El Nino
798075,JFM,0.86,El Nino
802943,JFM,0.86,El Nino
802945,JFM,0.86,El Nino
802946,JFM,0.86,El Nino
800058,JFM,0.86,El Nino
800059,JFM,0.86,El Nino
800060,JFM,0.86,El Nino
800061,JFM,0.86,El Nino
800062,JFM,0.86,El Nino
800063,JFM,0.86,El Nino
802948,JFM,0.86,El Nino
800068,JFM,0.86,El Nino
800065,JFM,0.86,El Nino
800064,JFM,0.86,El Nino
800070,JFM,0.86,El Nino
800069,JFM,0.86,El Nino
800071,JFM,0.86,El Nino
800075,JFM,0.86,El Nino
800078,JFM,0.86,El Nino
800080,JFM,0.86,El Nino
800081,JFM,0.86,El Nino
800073,JFM,0.86,El Nino
800083,JFM,0.86,El Nino
800085,JFM,0.86,El Nino
800087,JFM,0.86,El Nino
800082,JFM,0.86,El Nino
800084,JFM,0.86,El Nino
800228,JFM,0.86,El Nino
800086,JFM,0.86,El Nino
800230,JFM,0.86,El Nino
800209,JFM,0.86,El Nino
800231,JFM,0.86,El Nino
800223,JFM,0.86,El Nino
800229,JFM,0.86,El Nino
800227,JFM,0.86,El Nino
800225,JFM,0.86,El Nino
800088,JFM,0.86,El Nino
800089,JFM,0.86,El Nino
800221,JFM,0.86,El Nino
800220,JFM,0.86,El Nino
800222,JFM,0.86,El Nino
800226,JFM,0.86,El Nino
800090,JFM,0.86,El Nino
800224,JFM,0.86,El Nino
807424,FMA,0.84,El Nino
807432,FMA,0.84,El Nino
816147,AMJ,0.64,El Nino
817484,MJJ,0.52,El Nino
817486,MJJ,0.52,El Nino
817487,MJJ,0.52,El Nino
818106,MJJ,0.52,El Nino
818108,MJJ,0.52,El Nino
818107,MJJ,0.52,El Nino
841434,MJJ,0.52,El Nino
818658,MJJ,0.52,El Nino
830794,MJJ,0.52,El Nino
830818,MJJ,0.52,El Nino
830812,MJJ,0.52,El Nino
820090,MJJ,0.52,El Nino
825734,MJJ,0.52,El Nino
825735,MJJ,0.52,El Nino
841810,MJJ,0.52,El Nino
841811,MJJ,0.52,El Nino
833069,MJJ,0.52,El Nino
820120,MJJ,0.52,El Nino
820151,MJJ,0.52,El Nino
829439,MJJ,0.52,El Nino
829280,MJJ,0.52,El Nino
829273,MJJ,0.52,El Nino
829262,MJJ,0.52,El Nino
841624,MJJ,0.52,El Nino
841625,MJJ,0.52,El Nino
841628,MJJ,0.52,El Nino
841629,MJJ,0.52,El Nino
841631,MJJ,0.52,El Nino
826058,MJJ,0.52,El Nino
826065,JJA,0.33,Neutral
843677,JJA,0.33,Neutral
843679,JJA,0.33,Neutral
833022,JJA,0.33,Neutral
833025,JJA,0.33,Neutral
826086,JJA,0.33,Neutral
826087,JJA,0.33,Neutral
833222,JJA,0.33,Neutral
833223,JJA,0.33,Neutral
826439,JJA,0.33,Neutral
826443,JJA,0.33,Neutral
826459,JJA,0.33,Neutral
826497,JJA,0.33,Neutral
826915,JJA,0.33,Neutral
828120,JJA,0.33,Neutral
828121,JJA,0.33,Neutral
843707,JJA,0.33,Neutral
843708,JJA,0.33,Neutral
827487,JJA,0.33,Neutral
827486,JJA,0.33,Neutral
828280,JJA,0.33,Neutral
843735,JJA,0.33,Neutral
843736,JJA,0.33,Neutral
843737,JJA,0.33,Neutral
843741,JJA,0.33,Neutral
833233,JJA,0.33,Neutral
833243,JJA,0.33,Neutral
829577,JJA,0.33,Neutral
839685,JJA,0.33,Neutral
832652,JJA,0.33,Neutral
834424,JAS,0.19,Neutral
834418,JAS,0.19,Neutral
847128,JAS,0.19,Neutral
847123,JAS,0.19,Neutral
841255,JAS,0.19,Neutral
847202,JAS,0.19,Neutral
856247,SON,0.39,Neutral
863305,OND,0.58,El Nino
863307,OND,0.58,El Nino
866696,OND,0.58,El Nino
858559,OND,0.58,El Nino
866704,OND,0.58,El Nino
866713,OND,0.58,El Nino
866697,OND,0.58,El Nino
866700,OND,0.58,El Nino
866702,OND,0.58,El Nino
866703,OND,0.58,El Nino
866705,OND,0.58,El Nino
866706,OND,0.58,El Nino
866709,OND,0.58,El Nino
866711,OND,0.58,El Nino
866712,OND,0.58,El Nino
865943,NDJ,0.66,El Nino
869324,NDJ,0.66,El Nino
865945,NDJ,0.66,El Nino
865946,NDJ,0.66,El Nino
868893,DJF,0.64,El Nino
868897,DJF,0.64,El Nino
868895,DJF,0.64,El Nino
868896,DJF,0.64,El Nino
867883,JFM,0.63,El Nino
872338,JFM,0.63,El Nino
872339,JFM,0.63,El Nino
883049,FMA,0.53,El Nino
876304,FMA,0.53,El Nino
876308,FMA,0.53,El Nino
883151,FMA,0.53,El Nino
883152,FMA,0.53,El Nino
883255,FMA,0.53,El Nino
883254,FMA,0.53,El Nino
883259,FMA,0.53,El Nino
883260,FMA,0.53,El Nino
883256,FMA,0.53,El Nino
883257,FMA,0.53,El Nino
883258,FMA,0.53,El Nino
883284,FMA,0.53,El Nino
880246,AMJ,0.01,Neutral
880257,AMJ,0.01,Neutral
880249,AMJ,0.01,Neutral
880255,AMJ,0.01,Neutral
880252,AMJ,0.01,Neutral
880261,AMJ,0.01,Neutral
895612,AMJ,0.01,Neutral
895613,AMJ,0.01,Neutral
882012,AMJ,0.01,Neutral
882014,AMJ,0.01,Neutral
882098,AMJ,0.01,Neutral
